TX-04,R+16
TX-05,R+14
TX-06,R+15
TX-07,D+13
TX-08,R+16
TX-09,D+26
TX-10,R+13
TX-11,R+23
TX-12,R+12
TX-13,R+26
TX-14,R+17
TX-15,R+1
TX-16,D+17
TX-17,R+14
TX-18,D+23
TX-19,R+26
TX-20,D+15
TX-21,R+13
TX-22,R+11
TX-23,R+5
TX-24,R+10
TX-25,R+19
TX-26,R+13
TX-27,R+13
TX-28,D+3
TX-29,D+18
TX-30,D+27
TX-31,R+14
TX-32,D+14
TX-33,D+24
TX-34,D+9
TX-35,D+21
TX-36,R+18
TX-37,D+24
TX-38,R+12
UT-01,R+12
UT-02,R+11
UT-03,R+13
UT-04,R+16
VT-AL,D+16
VA-01,R+6
VA-02,R+2
VA-03,D+17
VA-04,D+16
VA-05,R+7
VA-06,R+14
VA-07,D+1
VA-08,D+26
VA-09,R+23
VA-10,D+6
VA-11,D+18
WA-01,D+13
WA-02,D+9
WA-03,R+5
WA-04,R+11
WA-05,R+8
WA-06,D+6
WA-07,D+36
WA-08,D+1
WA-09,D+21
WA-10,D+7
WV-01,R+23
WV-02,R+22
WI-01,R+3
WI-02,D+19
WI-03,R+4
WI-04,D+25
WI-05,R+14
WI-06,R+10
WI-07,R+12
WI-08,R+10
WY-AL,R+25
